,sofifa_id,short_name,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
7572,189451,A. Nahuelpan,ST,650000,1,500,190,92,Club Atl?tico Pe?arol,Argentina,No,70,58,63,32.66666667,64.6,60.6,43,69.2,32.66666667,63.66666667
7573,189536,D. ?op,STLW,850000,1,500,184,74,Dinamo Zagreb,Croatia,No,69,63,69,29,65,66.6,60.4,67.8,29,59.66666667
7574,189691,D. Ball,STCAMRM,850000,1,2000,183,75,Wellington Phoenix,England,No,66,62,68,47,61.8,61.6,71.8,71.4,47,61.5
7576,189885,C. Noone,RMLM,625000,1,2000,177,69,Macarthur FC,England,No,59,62,70,44,57,66.2,75.8,62,44,55.66666667
7584,190667,M. Terrazzino,LMCAM,975000,1,3000,177,74,Lechia Gda?sk,Germany,No,58,67,71,28.33333333,61.2,66.4,71.2,55.2,28.33333333,60.16666667
7586,190907,Rhayner,RMCM,975000,1,4000,172,64,Sanfrecce Hiroshima,Brazil,No,61,58,70,36,57.6,64.8,81.2,70.8,36,61.16666667
7589,191153,M. Sandberg,GK,775000,1,1000,191,80,Stab?k Fotball,Sweden,No,,,,15.66666667,17.4,21.2,40.8,44,15.66666667,32.66666667
7590,191154,T. Sana,CAMSTCM,850000,1,2000,172,72,IFK G?teborg,Sweden,No,65,62,71,28.66666667,60.6,65.2,75.4,65.8,28.66666667,56.5
7591,192012,D. Reyes,CB,975000,1,14000,192,75,Tigres U.A.N.L.,Mexico,Yes,40,47,51,69,47,43.6,41.2,54.8,69,52.83333333
7592,192110,C. Fierro,LMRMCF,1100000,1,3000,175,73,San Jose Earthquakes,Mexico,No,61,62,69,37.33333333,62.6,59.6,73.4,65.8,37.33333333,54.5
7594,192363,M. Fenger,CB,825000,1,2000,185,81,Hammarby IF,Denmark,No,39,55,53,65,47.4,57.8,59.2,64.8,65,53.33333333
7595,192620,H. Badstuber,CB,650000,1,5000,189,83,FC Luzern,Germany,Yes,48,61,49,68.33333333,55.6,57.8,37.8,58,68.33333333,60.16666667
7601,193344,P. Sch?rpf,LMLWST,850000,1,6000,190,85,FC Luzern,Switzerland,No,69,65,61,60,65.6,62.6,61.8,71,60,65.16666667
7602,193411,K. Fickentscher,GK,500000,1,6000,181,78,FC Sion,Switzerland,No,,,,21,18.4,17.2,47.8,41,21,31.83333333
7603,193505,I. Marti?,RB,875000,1,8000,184,75,FC Sion,Switzerland,No,51,60,63,65,58.8,58.2,68.6,64.4,65,58
7607,194092,A. Uluda?,LBCB,875000,1,6000,180,77,?ttifak Holding Konyaspor,Turkey,No,61,62,66,63.33333333,60.4,63,70,68.6,63.33333333,61.5
7608,194372,E. Ta?k?ran,GK,550000,1,4000,191,83,Kasimpa?a SK,Turkey,No,,,,14,13,18.2,52.2,41,14,30
7609,194907,K. Kanak,LBLMRM,875000,1,6000,180,70,Adana Demirspor,Turkey,No,65,65,69,61.66666667,62.6,66.4,73.6,68.8,61.66666667,62.16666667
7614,198328,David Mateos,CB,325000,1,500,191,82,Club The Strongest,Spain,No,54,55,42,66.33333333,51,52.4,46.4,53.4,66.33333333,51.83333333
7615,198628,M. Hoyos,RMLM,1000000,1,500,185,75,Barcelona Sporting Club,Argentina,No,63,63,66,31,62,63,71.8,63.4,31,57.83333333
7616,198751,J. Madue?a,RB,750000,1,13000,177,78,F?tbol Club Ju?rez,Mexico,No,47,66,68,61.66666667,56.8,61.8,69.8,63.8,61.66666667,64.33333333
7619,198903,R. Aya,CB,825000,1,12000,184,79,US Salernitana 1919,Italy,No,45,53,55,66.66666667,51,49.6,65.6,63.8,66.66666667,58.83333333
7620,199088,Wang Gang,RBRM,700000,1,7000,188,81,Beijing Guoan FC,China,No,55,57,63,62.33333333,53.2,60.2,70.2,72.8,62.33333333,57.33333333
7623,199238,Yun Young Sun,CB,650000,1,2000,185,78,Suwon FC,Korea Republic,No,35,57,46,63.66666667,50.8,43,61,62.4,63.66666667,56
7624,199262,Kim Young Uk,CMRW,975000,1,3000,177,70,Jeju United FC,Korea Republic,No,60,69,67,61.33333333,62,66.6,69.8,69.2,61.33333333,63.66666667
7625,199277,M. Jonckheere,CMCAM,825000,1,5000,180,66,KV Kortrijk,Belgium,No,61,69,68,59.33333333,64.2,65,60.2,55.6,59.33333333,65.16666667
7631,199569,?. Torres,ST,1000000,1,4000,183,78,Atlanta United,Mexico,No,68,66,66,27.66666667,66.2,66.8,64,68.4,27.66666667,64.83333333
7632,199747,J. Lauridsen,LB,875000,1,5000,182,76,Randers FC,Denmark,No,46,62,66,61.66666667,54.4,62.2,68.8,61.6,61.66666667,57.16666667
7633,199762,K. Drygas,CDMCM,875000,1,3000,184,72,Pogo? Szczecin,Poland,No,64,65,65,64,64,63.4,62,69.2,64,67.33333333
7635,199895,L. Lacroix,CB,950000,1,1000,197,95,Western United FC,Switzerland,No,44,58,53,67.33333333,51.6,56.6,38,65.4,67.33333333,55.66666667
7636,199946,Danilo,CAMRM,850000,1,500,173,72,APOEL Nicosia FC,Belgium,No,63,65,69,30.66666667,58.2,67.2,77.6,63.6,30.66666667,54.83333333
7637,200076,L. Henkinet,GK,875000,1,5000,188,88,Standard de Li?ge,Belgium,No,,,,16.33333333,19.4,20,58.6,45.4,16.33333333,25.83333333
7639,200357,V. Savi?,CB,700000,1,500,194,83,APOEL Nicosia FC,Serbia,No,30,47,52,69,38.2,47.6,45,57.6,69,48.83333333
7642,200671,V. Ulloa,CDMCM,875000,1,3000,180,75,Inter Miami CF,Mexico,No,57,62,66,62,54.8,64.2,56.8,72.2,62,60.16666667
7643,200696,H. Verhulst,GK,950000,1,3000,191,92,AZ Alkmaar,Netherlands,No,,,,15.33333333,16.8,21.8,53.4,48.8,15.33333333,23.83333333
7647,201081,B. Kopacz,CBRB,950000,1,3000,188,85,Lechia Gda?sk,Poland,No,33,52,51,64.66666667,48.6,38.6,62.8,62,64.66666667,53.83333333
7652,201403,?lvaro V?zquez,STLM,1000000,1,1000,182,79,Kerala Blasters FC,Spain,Yes,69,60,66,36.33333333,63.6,62,69.4,68.8,36.33333333,57.66666667
7656,201512,P. Sagna,RB,875000,1,2000,183,75,Santa Clara,Senegal,No,43,60,65,64.33333333,51.6,62.6,69.8,61,64.33333333,57.5
7657,201875,J. Attinella,GK,500000,1,2000,188,86,Portland Timbers,United States,No,,,,17.33333333,21,22.6,47.6,46.6,17.33333333,32.33333333
7658,201978,P. Parzyszek,ST,1100000,1,4000,190,89,Pogo? Szczecin,Poland,No,66,53,62,34,62.8,50.6,60.8,64.2,34,56.83333333
7659,202043,K. Holmberg,STCAM,1000000,1,4000,185,73,Djurg?rdens IF,Sweden,No,65,56,64,39,58.6,54.6,72,65.8,39,64
7660,202060,E. Bergstr?m,CB,975000,1,6000,188,87,Willem II,Sweden,No,36,45,51,66.33333333,47.2,42.8,51,64,66.33333333,51
7661,202077,W. Bruin,ST,850000,1,3000,188,88,Seattle Sounders FC,United States,Yes,67,55,62,28.66666667,61.4,58.2,58,74.2,28.66666667,60.16666667
7663,202115,M. Ostrzolek,LBLWBLM,750000,1,4000,178,72,FC Flyeralarm Admira,Germany,No,46,64,70,62,56,62.8,71.4,59,62,63.33333333
7665,202162,J. Anibaba,CBLB,650000,1,3000,183,77,Nashville SC,United States,No,44,55,53,66,50.4,50.6,58.4,70.4,66,52.83333333
7666,202301,Kim Ho Nam,RMLMST,800000,1,3000,177,74,Pohang Steelers,Korea Republic,No,64,59,67,33.33333333,61,60.8,76,71,33.33333333,61
7667,202428,B. Wood,ST,1000000,1,4000,180,79,Real Salt Lake,United States,Yes,68,57,67,18.66666667,65.6,64.4,72,70.2,18.66666667,53.5
7671,202558,P. Ceppelini,CAMCMLM,1000000,1,500,179,72,Club Atl?tico Pe?arol,Uruguay,No,63,72,68,40.33333333,62.8,69.4,67.2,68,40.33333333,57.66666667
7676,202803,M. Angha,CBRB,1000000,1,4000,188,79,Fortuna Sittard,Switzerland,No,37,58,63,65,50.8,54.6,65,62,65,56.66666667
7677,202855,Tan Long,LWLM,625000,1,4000,185,77,Changchun Yatai FC,China,Yes,68,61,67,30.66666667,64.8,57.2,70.4,71.2,30.66666667,60.66666667
7680,203265,T. Blackett,LBCB,975000,1,3000,188,87,FC Cincinnati,England,Yes,40,66,63,64,53.8,66.8,60.2,62.4,64,58.33333333
7688,203862,H. Silva,RBCB,900000,1,5000,176,77,Defensa y Justicia,Argentina,No,41,54,67,62.66666667,49.4,57.8,67.2,65.6,62.66666667,58.33333333
7693,204367,B. van Leer,GK,775000,1,3000,187,80,Sparta Rotterdam,Netherlands,No,,,,12,17.8,17.4,50.2,43.8,12,33.5
7696,204476,T. Beugelsdijk,CB,825000,1,4000,192,79,Sparta Rotterdam,Netherlands,No,39,45,45,64.66666667,45.4,41.2,38.6,61.8,64.66666667,55.66666667
7698,204682,Rafael Lopes,STCF,1000000,1,5000,180,77,Legia Warszawa,Portugal,No,66,54,65,26,65,48.6,64.8,73.6,26,60.33333333
7704,205068,Cristiano,GK,675000,1,5000,191,80,CFR Cluj,Portugal,No,,,,11.33333333,18.8,16.8,38.2,47.4,11.33333333,25.83333333
7705,205185,Tiago Ilori,CB,975000,1,5000,190,78,Boavista FC,Portugal,No,38,46,54,67,45,45.6,61.4,57.4,67,51.83333333
7706,205535,T. Kl?ve,CM,975000,1,5000,177,76,Odense Boldklub,Denmark,No,62,64,70,58.66666667,58.8,64.4,76,65.6,58.66666667,58.33333333
7709,205846,David Bruno,LBRB,900000,1,3000,175,64,Estoril Praia,Portugal,No,44,58,65,65,52.6,58.8,68,56.8,65,56.16666667
7710,205874,F. Kaplan,GK,500000,1,5000,190,81,Adana Demirspor,Turkey,No,,,,20,18.4,17.2,49.4,44.2,20,30.66666667
7713,205975,J. Bartkowski,RB,900000,1,3000,181,77,Pogo? Szczecin,Poland,No,40,58,60,61.33333333,53.6,47.2,71.4,61.2,61.33333333,56.16666667
7715,206106,C. ?ahin,RMLM,1100000,1,5000,175,70,Gazi?ehir Gaziantep F.K.,Turkey,No,60,60,72,26.66666667,52.2,67.6,83,61.2,26.66666667,55.83333333
7720,207559,S. Tibbling,CMCDM,1200000,1,5000,175,74,Randers FC,Sweden,No,56,68,72,52.66666667,58.8,64.6,70.8,59.6,52.66666667,61.33333333
7721,207641,B. Carrasco,RMRW,975000,1,2000,172,71,Club Deportivo Palestino,Chile,No,62,62,68,39,60.6,63.8,79,61.2,39,64
7723,207910,Douglas Grolli,CB,700000,1,2000,189,84,Avispa Fukuoka,Brazil,No,47,39,42,66.66666667,48.8,39.6,43.4,63,66.66666667,50.5
7724,208111,S. Sandberg,RWBRM,1100000,1,2000,186,77,Hammarby IF,Sweden,No,43,59,60,61,51.4,54.8,66.4,62.8,61,56.5
7728,208523,S. Beltrame,CAMLWCF,1000000,1,4000,183,70,Clube Sport Mar?timo,Italy,No,63,66,73,22.33333333,60.4,70.4,72.2,66.2,22.33333333,49.66666667
7729,208630,D. Furman,CMCDM,1000000,1,3000,181,72,Wis?a P?ock,Poland,No,64,71,65,62.66666667,62.2,68.4,67,67.6,62.66666667,68.16666667
7730,208679,R. Himmelmann,GK,500000,1,3000,187,80,KAS Eupen,Germany,No,,,,16.66666667,15,20,44.6,41.8,16.66666667,27.16666667
7731,208764,Z. Alomerovi?,GK,775000,1,2000,187,85,Lechia Gda?sk,Serbia,No,,,,11.33333333,16.4,17,44.2,43.6,11.33333333,26.33333333
7732,208782,M. van der Hart,GK,875000,1,3000,188,87,Lech Pozna?,Netherlands,No,,,,12.66666667,17.4,18.4,45.4,44,12.66666667,33.83333333
7733,208917,K. Al Ghamdi,RB,525000,1,10000,166,64,Al Shabab,Saudi Arabia,No,31,60,66,59.33333333,47.6,56.2,76.6,53.8,59.33333333,58.33333333
7734,208949,N. Al Abed,LMRMCAM,850000,1,11000,168,63,Al Shabab,Saudi Arabia,Yes,70,69,72,46.33333333,63,68.2,62.4,56.8,46.33333333,64.5
7735,208977,F. Al Muwallad,LMRMST,1100000,1,12000,167,68,Al Ittihad,Saudi Arabia,No,63,60,67,39,60.6,57.6,78,69.2,39,60.83333333
7737,209371,B. van Polen,CBRB,275000,1,3000,179,73,PEC Zwolle,Netherlands,No,50,61,66,66.66666667,53.6,57.4,64.4,62.8,66.66666667,64.16666667
7738,209456,?. Zwoli?ski,STRM,1000000,1,4000,184,80,Lechia Gda?sk,Poland,No,64,53,65,22,61.6,56.2,70.6,72,22,56.16666667
7739,209510,A. Corryn,LBCDM,1100000,1,4000,177,73,KSV Cercle Brugge,Belgium,No,33,60,65,66,47.2,52.4,67,52.8,66,58.5
7742,209769,B. Ba?a??ko?lu,LMRM,1200000,1,3000,179,70,Heracles Almelo,Turkey,No,65,60,72,44.33333333,62.4,65.6,77.2,67.6,44.33333333,58
7745,209957,J. Busk,GK,875000,1,7000,189,88,1. FC Union Berlin,Denmark,No,,,,13.33333333,14.6,15.2,47.8,43.2,13.33333333,26.16666667
7748,210361,B. Godeau,CBLB,850000,1,7000,190,78,KAA Gent,Belgium,No,35,56,51,68.66666667,50,46.6,50,52.2,68.66666667,52.16666667
7753,210548,L. Capezzi,CMCDM,1300000,1,13000,178,72,US Salernitana 1919,Italy,No,59,68,66,56.66666667,59.4,64.8,60.4,60.6,56.66666667,67.83333333
7756,210713,F. Holst,CMRB,1200000,1,2000,175,71,IF Elfsborg,Denmark,No,55,66,67,62,59.8,61.2,75.6,63.2,62,62.33333333
7759,210843,H. Kadish,LB,925000,1,8000,179,70,Al Taawoun,Saudi Arabia,No,42,59,61,64,49,57,67.6,70.2,64,54.5
7760,210941,Lee Chang Geun,GK,775000,1,2000,186,75,Jeju United FC,Korea Republic,No,,,,15.66666667,18.8,17.6,54.2,40.2,15.66666667,31
7761,210954,F. Parra,ST,350000,1,500,184,80,Guaire?a FC,Argentina,No,64,54,65,26,62.4,53.8,60.6,66.6,26,54.66666667
7762,211002,Hwang Seok Ho,CBLB,650000,1,2000,183,80,Sagan Tosu,Korea Republic,No,33,55,58,66,45.8,50.6,47,64,66,54.5
7765,211195,L. Woudenberg,LB,1100000,1,3000,186,70,SC Heerenveen,Netherlands,No,38,58,59,63.33333333,52.4,51.8,62.6,60.6,63.33333333,59.5
7767,211315,Israel Puerto,CB,1000000,1,4000,187,75,Jagiellonia Bia?ystok,Spain,No,27,50,50,64.66666667,43.2,46,57,59,64.66666667,47.66666667
7771,211791,M. Konczkowski,RB,975000,1,3000,181,74,Piast Gliwice,Poland,No,40,65,66,60.66666667,50.8,60.4,73.4,62.2,60.66666667,58.16666667
7782,212156,S. Rinc?n,RWST,1100000,1,6000,185,81,Club Atl?tico Hurac?n,Colombia,No,66,59,67,24.66666667,63,55,70,64.6,24.66666667,57
7785,212367,Igor Juli?o,RB,1100000,1,2000,175,62,FC Vizela,Brazil,No,47,59,70,64,51,60.8,75.6,54.8,64,53
7786,212374,Jefferson,CMCDMRB,1200000,1,5000,181,80,Gazi?ehir Gaziantep F.K.,Brazil,No,56,65,69,57.66666667,56.2,59,67.4,65.6,57.66666667,61.66666667
7789,212467,H. Mar?n,CB,975000,1,4000,186,86,F?tbol Club Ju?rez,Mexico,No,36,49,48,67.33333333,42,47.8,49,61.4,67.33333333,50.5
7791,212601,C. Malele,ST,1200000,1,8000,185,87,Al Tai,Switzerland,No,66,46,64,28.66666667,57.4,51.6,72.2,74.6,28.66666667,57.66666667
7792,212791,Kim Seung Dae,STCAM,1000000,1,5000,175,64,Jeonbuk Hyundai Motors,Korea Republic,No,62,63,68,41.66666667,60.4,62.6,79.4,66.6,41.66666667,63.16666667
7793,212973,M. Mari?,GK,1200000,1,2000,191,89,Houston Dynamo,Croatia,No,,,,17,16.8,18.2,45.2,45,17,25.33333333
7795,213007,A. Aseri,RMCAM,1100000,1,12000,167,61,Al Nassr,Saudi Arabia,No,63,61,72,28,60,64.8,80,57.2,28,50.33333333
7796,213133,Dani Quintana,CAMRMLM,475000,1,4000,173,65,Jagiellonia Bia?ystok,Spain,No,61,68,70,37.66666667,55.6,67.6,71.8,57.8,37.66666667,50.16666667
7798,213170,Jeong Jae Yong,CDMCM,850000,1,2000,188,83,Suwon FC,Korea Republic,No,59,62,60,62,58.2,51.4,58,73.8,62,62
7799,213203,Gon?alo Silva,CBRB,825000,1,2000,186,79,Radomiak Radom,Portugal,No,33,50,49,67,45.4,45.6,53.4,59.4,67,52.5
7800,213204,S. Lundholm,RWRM,1100000,1,2000,176,75,IK Sirius,Sweden,No,60,61,70,38.33333333,58.2,62.2,75.8,62,38.33333333,55.5
7801,213323,S. Decarli,CB,850000,1,8000,188,82,VfL Bochum 1848,Switzerland,No,33,50,54,65.66666667,47.2,50.4,58,52.8,65.66666667,53.33333333
7802,213328,S. Miangue,LBCBLM,1400000,1,8000,197,81,KSV Cercle Brugge,Belgium,No,43,67,63,65,56,60.8,56.4,65.6,65,60.16666667
7803,213338,J. Ring,CF,1000000,1,2000,182,74,Kalmar FF,Sweden,No,64,66,70,46.66666667,60.4,66,70.8,69.6,46.66666667,59.33333333
7804,213375,A. Vacca,CM,825000,1,7000,172,67,Venezia FC,Italy,No,49,62,66,58.33333333,51,56.6,70.4,63.2,58.33333333,61.16666667
7806,213512,G. ??rarinsson,LBLWBCM,900000,1,3000,183,75,New York City FC,Iceland,No,62,69,70,63.33333333,57.8,70.2,67,70.6,63.33333333,64.83333333
7808,213591,J. Cornejo,LB,750000,1,4000,177,77,Universidad Cat?lica,Chile,Yes,57,63,63,64.33333333,59.4,66.4,67,69.2,64.33333333,53.5
7809,213614,S. Gustafson,CM,1300000,1,2000,186,80,BK H?cken,Sweden,No,59,67,71,61,56.6,69,62.6,59.8,61,58.83333333
7811,213795,Kiki,LB,1200000,1,2000,181,74,FC Vizela,Portugal,No,48,62,63,63.66666667,56,60,65.2,61.8,63.66666667,59.5
7812,213901,A. Madu,CB,1100000,1,11000,186,77,Al Nassr,Saudi Arabia,No,26,44,40,66.66666667,43.2,34.8,45,56.4,66.66666667,50.66666667
7813,213933,L. Wahlqvist,RBCB,1500000,1,2000,183,80,IFK Norrk?ping,Sweden,No,50,63,64,62.66666667,53.6,57.6,67.2,72,62.66666667,56.83333333
7814,213959,E. Andersson,CM,1500000,1,3000,178,74,Mj?llby AIF,Sweden,No,58,69,69,57.33333333,56.4,67.6,67.2,64.6,57.33333333,62.33333333
7816,214175,C. Robles,CDMCM,875000,1,950,185,78,Deportivo Cali,Colombia,No,48,60,57,65.33333333,47.8,51.2,57.6,65.2,65.33333333,57.83333333
7817,214195,J. Arias,CB,975000,1,950,184,77,Deportivo Cali,Colombia,No,43,57,60,65.33333333,47.8,53.8,69.8,65.6,65.33333333,58.33333333
7818,214211,R. Vanegas,LMRMST,1000000,1,950,176,72,Deportivo Pasto,Colombia,No,64,55,69,28.66666667,57,57.2,76.6,69.2,28.66666667,55.83333333
7819,214318,N. Orellana,LWLMST,1200000,1,2000,180,73,Uni?n La Calera,Chile,No,65,62,68,23.33333333,63.6,59.2,69.8,69.6,23.33333333,56
7820,214351,D. Novoa,GK,500000,1,1000,186,88,Am?rica de Cali,Colombia,No,,,,14.33333333,16.8,20.6,44.6,44.6,14.33333333,23
7821,214446,F. Campos,RBCB,1100000,1,4000,179,79,Atl?tico Tucum?n,Chile,No,44,60,61,64,53.8,56.4,67.2,64.6,64,54.33333333
7823,214697,N. Berardo,LBCB,875000,1,2000,181,74,Club Deportivo Palestino,Argentina,No,46,63,58,62.66666667,55.8,58.6,59.8,64.4,62.66666667,61.83333333
7824,214706,N. Veloso,GK,170000,1,1000,181,80,Club Deportivo Palestino,Chile,No,,,,20.66666667,24.6,23.2,55.6,48.2,20.66666667,26.83333333
7825,214722,F. Reynero,RMLMRW,800000,1,1000,178,75,Club de Deportes Cobresal,Chile,No,59,63,68,36,55.6,62.4,69.8,59,36,46
7826,214765,M. Herrera,CB,950000,1,4000,185,78,Club Atl?tico Sarmiento,Argentina,No,45,55,57,64.33333333,51.4,52.2,60.6,66.8,64.33333333,54.33333333
7829,214957,H. Osorio,ST,650000,1,500,178,78,Club Deportivo Jorge Wilstermann,Colombia,No,70,59,66,29.66666667,63,61.2,61,65,29.66666667,54.66666667
7830,214972,F. Bravo,CDMCM,1200000,1,4000,185,71,Club Atl?tico Sarmiento,Argentina,No,45,58,59,64.33333333,48.6,53.6,55.2,66.8,64.33333333,62.33333333
7832,215112,R. Contreras,ST,1400000,1,6000,184,81,Defensa y Justicia,Argentina,No,66,52,66,26,56,53.2,68,71.4,26,56.5
7833,215314,Carlos Guti?rrez,CB,850000,1,2000,192,82,Avispa Fukuoka,Spain,No,39,48,44,64,48,46,43.2,57.6,64,51.33333333
7834,215527,F. Heerkens,RBLBCB,750000,1,3000,185,74,Willem II,Netherlands,No,36,56,58,68.33333333,48.2,45.4,53.2,61.4,68.33333333,55.66666667
7835,215533,S. Stevens,GK,850000,1,2000,194,93,SC Cambuur,Netherlands,No,,,,13,17.4,18.6,45.4,43,13,28
7836,215557,Denilson,ST,1400000,1,4000,188,74,FC Pa?os de Ferreira,Brazil,No,64,59,70,23.33333333,61.6,58.6,70,65.8,23.33333333,59
7838,215574,E. Rakip,CMCDM,1500000,1,3000,178,71,Malm? FF,Sweden,No,58,63,70,61.66666667,55,63.8,73.8,70.6,61.66666667,66
7843,215810,C. Lombardi,RM,1100000,1,16000,180,75,Lazio,Italy,No,63,59,72,25.33333333,60.2,55,71.6,58,25.33333333,49.66666667
7844,215818,E. Hyndman,CM,1400000,1,3000,170,61,Atlanta United,United States,Yes,59,67,71,59.66666667,61.4,65.6,70.2,57,59.66666667,61
7846,216193,B. Vriends,CB,825000,1,4000,188,85,Sparta Rotterdam,Netherlands,No,32,47,47,64,43,42.2,44.4,61.2,64,53.16666667
7852,217153,Wu Xi,CMCDM,800000,1,6000,180,75,Shanghai Shenhua FC,China,No,66,67,64,64.66666667,65.4,63.2,69.6,72.6,64.66666667,60.5
7854,217585,B. Kuipers,LB,1100000,1,3000,180,74,Go Ahead Eagles,Netherlands,No,43,60,64,65,50.6,62,69.8,66.6,65,56.33333333
7856,217802,F?bio Sturgeon,LMRMCF,1100000,1,3000,183,69,Rak?w Cz?stochowa,Portugal,No,63,63,70,30.66666667,64.4,62.6,70.6,66.6,30.66666667,59.5
7857,218345,J. Zacar?a,LMLBLW,850000,1,5000,172,76,Club Atl?tico Aldosivi,Argentina,No,64,66,69,49.66666667,58,69.2,68.6,60.6,49.66666667,62
7860,219489,A. Rodales,RB,525000,1,500,177,72,Club Atl?tico Rentistas,Uruguay,No,48,58,59,67.33333333,50.8,48.8,64.8,68,67.33333333,51.66666667
7861,219527,C. Mafla,LBCB,925000,1,3000,175,73,New England Revolution,Colombia,No,35,51,62,67.33333333,48.6,47.8,66.6,57.4,67.33333333,56
7862,219746,D. Torres,LB,925000,1,2000,175,73,CD Antofagasta,Chile,No,48,64,66,61.33333333,56.2,61,70.4,66,61.33333333,50
7866,219951,A. Sal?tros,CM,1500000,1,2000,183,73,Sarpsborg 08 FF,Sweden,No,57,67,64,61,57,64.2,67.8,67.6,61,60.83333333
7868,220090,Raphael Rossi,CB,825000,1,2000,190,84,Radomiak Radom,Brazil,No,36,47,51,68.66666667,46.8,42.6,61.2,54.8,68.66666667,52.33333333
7869,220118,I. Bel Hassani,RWCAM,1000000,1,3000,175,72,RKC Waalwijk,Morocco,No,64,70,70,36,61.2,70.2,67.2,56.8,36,59.33333333
7870,220185,B. Barker,LW,1500000,1,16000,180,68,Rangers FC,England,Yes,60,62,67,29.66666667,55,59.8,78.8,55.4,29.66666667,52.83333333
7871,220201,I. Ledezma,CAMCM,1300000,1,2000,173,73,CD Antofagasta,Chile,No,64,62,71,34,54.2,62.8,70.2,65,34,49.16666667
7874,220600,A. Lundqvist,LB,1100000,1,3000,175,65,Houston Dynamo,Sweden,No,52,63,62,64,55.4,63.6,69.8,65,64,61.5
7875,220624,L. Acosta,GK,1200000,1,5000,187,84,Club Atl?tico Lan?s,Argentina,No,,,,19.33333333,17.8,17.6,60.4,49.8,19.33333333,25
7876,220663,M. Kalles?e,RBRM,1300000,1,4000,193,80,Randers FC,Denmark,No,55,59,65,59.66666667,56.4,59.2,71,61,59.66666667,56.83333333
7880,220805,A. Castro,LMLW,1100000,1,1000,170,70,Atl?tico Nacional,Colombia,No,59,66,67,35.66666667,54,64.8,73,58.8,35.66666667,53.66666667
7886,221244,J. Ramos,STRM,1000000,1,2000,182,80,Club Independiente Santa Fe,Colombia,No,64,53,66,22.66666667,61.8,54.6,68.4,67.8,22.66666667,51.16666667
7890,221700,No Dong Geon,GK,700000,1,2000,190,88,Suwon Samsung Bluewings,Korea Republic,No,,,,15,18.8,20.8,47.6,44,15,30.66666667
7891,221791,R. Kurzawa,LMCM,1000000,1,4000,182,73,Pogo? Szczecin,Poland,No,65,70,68,63,62.8,68.8,60.6,64.8,63,60.66666667
7898,222248,Sun Ke,RMRW,850000,1,5000,180,78,Shenzhen FC,China,No,64,61,66,57.66666667,61.8,61.4,71.8,65.8,57.66666667,58.83333333
7899,222306,Ding Haifeng,LBLWBLM,900000,1,5000,182,71,Hebei FC,China,No,53,64,68,60.66666667,56,64.4,73.4,65,60.66666667,57.33333333
7900,222346,Shi Ke,CB,875000,1,6000,182,81,Shandong Taishan,China,No,26,44,47,66.66666667,40.2,37.8,68.8,58.6,66.66666667,46.83333333
7904,222577,J. Cardona,LMCAM,1200000,1,6000,170,64,Guangzhou City,Colombia,No,62,62,72,48.33333333,51.6,66.8,74.4,64,48.33333333,57.5
7905,222645,L. L?pez,CDMCM,1100000,1,5000,175,71,Club Universidad Nacional,Mexico,Yes,50,65,65,63,54.8,59.6,66,61.8,63,62.83333333
7906,222798,Jeong Woo Jae,LWBLBRB,900000,1,3000,179,70,Jeju United FC,Korea Republic,No,60,61,66,60.33333333,56.6,59,71.2,68.6,60.33333333,58.66666667
7908,222840,R. Coly,LB,1200000,1,3000,185,70,Estoril Praia,Senegal,No,44,58,60,63.33333333,54.2,53.4,70.6,65.2,63.33333333,55.66666667
7910,222916,J. Ginnelly,LMRW,1500000,1,3000,173,65,Heart of Midlothian,England,No,59,58,68,44.33333333,55.4,59.6,81,63.4,44.33333333,53.16666667
7911,222930,T. Serbest,CBCDMCM,1100000,1,5000,184,79,Kasimpa?a SK,Turkey,No,54,65,65,65.33333333,57.4,57.6,64.8,67.4,65.33333333,61.83333333
7913,222991,M. Saito,LMRM,850000,1,3000,169,66,Nagoya Grampus,Japan,Yes,65,65,68,21,58.8,65,75,63.8,21,51.66666667
7914,223018,T. ?nl?,RB,750000,1,5000,183,75,Altay SK,Germany,No,36,61,66,63.66666667,46.2,61.8,65.6,60.8,63.66666667,51.66666667
7917,223307,J. Kubicki,CMCDM,1300000,1,3000,179,69,Lechia Gda?sk,Poland,No,56,62,66,62.66666667,56.4,62.2,71.4,68.2,62.66666667,62
7922,223687,C. Mac-Intosch,CB,700000,1,3000,181,78,SC Cambuur,Netherlands,No,38,51,58,64.33333333,46.8,49.2,62.6,62.8,64.33333333,53.16666667
7925,223826,Mei Fang,CB,700000,1,7000,187,78,Guangzhou FC,China,No,29,46,51,68,40.8,39.8,64.2,57.4,68,45.16666667
7927,223934,B. Yard?mc?,RB,925000,1,6000,179,71,?ttifak Holding Konyaspor,Turkey,No,30,57,64,66.33333333,48,55.2,69.6,51.4,66.33333333,59.66666667
7929,224014,M. Szwoch,CAMRM,1000000,1,3000,173,60,Wis?a P?ock,Poland,No,64,67,68,33,61.4,63.4,73.6,64.4,33,62.16666667
7931,224185,C. Leemans,CMRW,1300000,1,4000,189,79,Viborg FF,Netherlands,No,71,71,64,56.66666667,65.2,71.4,56.6,74.4,56.66666667,65.33333333
