,sofifa_id,short_name,overall,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,player_face_url,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
7447,261084,A. Dieng,68,ST,2700000.0,1.0,12000.0,178,72,https://cdn.sofifa.net/players/261/084/22_120.png,Olympique de Marseille,Senegal,No,71.0,56.0,67.0,27.333333333333332,64.8,56.6,72.0,63.8,27.333333333333332,52.666666666666664
7448,261275,M. Ramírez,68,"LM, ST",2700000.0,1.0,4000.0,183,76,https://cdn.sofifa.net/players/261/275/22_120.png,Godoy Cruz,Argentina,No,61.0,56.0,81.0,22.0,55.8,65.0,78.6,59.8,22.0,48.833333333333336
7451,262429,Matheus Costa,68,CB,1500000.0,1.0,4000.0,188,82,https://cdn.sofifa.net/players/262/429/22_120.png,Clube Sport Marítimo,Brazil,No,29.0,41.0,51.0,67.33333333333333,41.4,39.8,67.4,56.8,67.33333333333333,51.166666666666664
7452,262473,S. El Karouani,68,LB,2500000.0,1.0,3000.0,178,74,https://cdn.sofifa.net/players/262/473/22_120.png,N.E.C. Nijmegen,Netherlands,No,44.0,60.0,65.0,62.666666666666664,52.8,53.8,73.2,57.0,62.666666666666664,57.333333333333336
7454,262585,S. Biuk,68,"LM, LW",3100000.0,1.0,500.0,182,70,https://cdn.sofifa.net/players/262/585/22_120.png,Hajduk Split,Croatia,No,59.0,63.0,67.0,32.0,57.2,58.2,67.0,60.6,32.0,54.333333333333336
7455,262629,F. Ezeh,68,"ST, LW, RW",1800000.0,1.0,7000.0,176,74,https://cdn.sofifa.net/players/262/629/22_120.png,Adana Demirspor,Nigeria,No,65.0,57.0,72.0,34.666666666666664,60.4,59.6,82.2,69.4,34.666666666666664,52.666666666666664
7456,262744,M. Bouldini,68,ST,1700000.0,1.0,3000.0,184,80,https://cdn.sofifa.net/players/262/744/22_120.png,Santa Clara,Morocco,No,67.0,53.0,67.0,17.0,58.2,53.8,70.4,67.2,17.0,57.166666666666664
7458,262801,J. Bauman,68,ST,1200000.0,1.0,500.0,178,74,https://cdn.sofifa.net/players/262/801/22_120.png,Independiente del Valle,Argentina,No,66.0,53.0,65.0,25.0,60.2,52.4,69.4,65.4,25.0,53.666666666666664
7459,262932,Henrique,68,LW,1300000.0,1.0,5000.0,178,64,https://cdn.sofifa.net/players/262/932/22_120.png,Clube Sport Marítimo,Brazil,No,62.0,58.0,74.0,29.666666666666668,59.8,59.2,81.6,58.8,29.666666666666668,50.333333333333336
7461,263072,Filipe Cardoso,68,CDM,1400000.0,1.0,4000.0,190,85,https://cdn.sofifa.net/players/263/072/22_120.png,Clube Sport Marítimo,Portugal,No,46.0,62.0,62.0,65.0,56.0,59.4,56.2,67.2,65.0,60.5
7465,263389,M. Mimaroğlu,68,"LW, ST",1300000.0,1.0,8000.0,178,73,https://cdn.sofifa.net/players/263/389/22_120.png,Adana Demirspor,Turkey,No,67.0,62.0,71.0,34.666666666666664,64.0,67.6,73.4,65.8,34.666666666666664,57.333333333333336
7466,263704,Thaciano,68,"CM, LM, RM",1600000.0,1.0,6000.0,182,74,https://cdn.sofifa.net/players/263/704/22_120.png,Altay SK,Brazil,No,66.0,66.0,69.0,55.333333333333336,60.0,63.4,68.4,71.4,55.333333333333336,61.833333333333336
7467,263929,M. Cancellieri,68,"RW, CF",2800000.0,1.0,5000.0,182,78,https://cdn.sofifa.net/players/263/929/22_120.png,Hellas Verona,Italy,No,61.0,62.0,72.0,31.333333333333332,59.4,66.8,76.8,60.4,31.333333333333332,51.5
7468,264181,Ž. Gavrić,68,"LM, RM, CAM",2900000.0,1.0,500.0,181,72,https://cdn.sofifa.net/players/264/181/22_120.png,Ferencvárosi TC,Serbia,No,65.0,67.0,66.0,49.333333333333336,64.0,71.0,65.2,62.4,49.333333333333336,62.833333333333336
7469,264268,Alex Nascimento,68,CB,2500000.0,1.0,3000.0,189,81,https://cdn.sofifa.net/players/264/268/22_120.png,Futebol Clube de Famalicão,Brazil,No,32.0,49.0,50.0,69.0,45.0,45.6,55.2,52.6,69.0,54.666666666666664
7471,264450,A. Marcus,68,RW,2700000.0,1.0,3000.0,178,74,https://cdn.sofifa.net/players/264/450/22_120.png,Portimonense SC,Nigeria,No,67.0,58.0,71.0,30.333333333333332,62.2,58.0,72.4,69.6,30.333333333333332,56.333333333333336
7472,264453,M. van de Ven,68,"CB, LB",3000000.0,1.0,13000.0,193,89,https://cdn.sofifa.net/players/264/453/22_120.png,VfL Wolfsburg,Netherlands,No,43.0,56.0,60.0,67.66666666666667,54.6,50.2,62.8,61.8,67.66666666666667,55.666666666666664
7473,23823,A. Johansson,67,CB,180000.0,1.0,1000.0,184,72,https://cdn.sofifa.net/players/023/823/22_120.png,Halmstads BK,Sweden,No,52.0,59.0,61.0,66.66666666666667,51.8,60.4,49.8,64.2,66.66666666666667,64.66666666666667
7474,52340,M. Marić,67,CB,180000.0,1.0,3000.0,188,83,https://cdn.sofifa.net/players/052/340/22_120.png,FC Lugano,Switzerland,No,57.0,49.0,44.0,66.33333333333333,50.8,51.0,41.0,62.4,66.33333333333333,62.0
7475,124344,İ. Öztürk,67,CB,,1.0,3000.0,186,80,https://cdn.sofifa.net/players/124/344/22_120.png,Altay SK,Turkey,No,43.0,48.0,48.0,66.66666666666667,50.8,46.8,40.4,62.8,66.66666666666667,54.0
7479,142756,P. Toranzo,67,"CAM, CM",325000.0,1.0,3000.0,178,73,https://cdn.sofifa.net/players/142/756/22_120.png,Club Atlético Huracán,Argentina,No,64.0,73.0,68.0,54.333333333333336,63.4,72.4,55.2,60.6,54.333333333333336,62.666666666666664
7480,144160,T. Acar,67,GK,110000.0,1.0,2000.0,187,78,https://cdn.sofifa.net/players/144/160/22_120.png,GZT Giresunspor,Turkey,No,,,,21.0,16.4,21.6,50.0,48.8,21.0,33.0
7481,145014,Juande,67,"CDM, CM",350000.0,1.0,2000.0,185,74,https://cdn.sofifa.net/players/145/014/22_120.png,Adelaide United,Spain,No,48.0,61.0,62.0,63.666666666666664,53.8,59.0,60.8,66.0,63.666666666666664,62.166666666666664
7483,153062,V. Figueroa,67,"CAM, CM",325000.0,1.0,500.0,168,63,https://cdn.sofifa.net/players/153/062/22_120.png,Sociedad Deportiva Aucas,Argentina,No,69.0,65.0,66.0,42.333333333333336,63.0,64.6,68.8,66.4,42.333333333333336,59.833333333333336
7487,157804,S. Carson,67,GK,110000.0,1.0,15000.0,190,86,https://cdn.sofifa.net/players/157/804/22_120.png,Manchester City,England,Yes,,,,15.0,17.8,17.6,42.4,47.8,15.0,25.833333333333332
7488,158293,Zheng Zhi,67,"CDM, CM",,1.0,5000.0,180,75,https://cdn.sofifa.net/players/158/293/22_120.png,Guangzhou FC,China PR,No,64.0,67.0,66.0,65.0,64.2,66.0,50.6,55.2,65.0,72.0
7489,159904,E. Galudio,67,GK,700000.0,1.0,700.0,184,77,https://cdn.sofifa.net/players/159/904/22_120.png,Deportivo Pasto,Uruguay,No,,,,11.0,16.0,16.8,51.0,45.2,11.0,32.833333333333336
7492,164529,D. Moor,67,CB,180000.0,1.0,2000.0,183,75,https://cdn.sofifa.net/players/164/529/22_120.png,Colorado Rapids,United States,Yes,42.0,59.0,58.0,65.66666666666667,55.4,53.6,44.4,58.2,65.66666666666667,56.833333333333336
7499,169596,R. Shawcross,67,CB,475000.0,1.0,3000.0,191,76,https://cdn.sofifa.net/players/169/596/22_120.png,Inter Miami CF,England,Yes,37.0,47.0,47.0,64.66666666666667,47.0,43.4,40.6,56.8,64.66666666666667,53.666666666666664
7501,171082,S. De Ridder,67,"CM, CAM, LM",475000.0,1.0,5000.0,179,71,https://cdn.sofifa.net/players/171/082/22_120.png,Sint-Truidense VV,Belgium,No,65.0,67.0,71.0,61.666666666666664,63.8,69.6,67.4,67.4,61.666666666666664,67.16666666666667
7503,171490,S. Aresti,67,GK,110000.0,1.0,5000.0,188,78,https://cdn.sofifa.net/players/171/490/22_120.png,Cagliari,Italy,No,,,,16.333333333333332,19.8,20.2,49.4,42.0,16.333333333333332,25.333333333333332
7505,173165,N. Ravaglia,67,GK,500000.0,1.0,5000.0,184,84,https://cdn.sofifa.net/players/173/165/22_120.png,U.C. Sampdoria,Italy,No,,,,11.666666666666666,16.4,21.2,38.4,32.4,11.666666666666666,30.166666666666668
7506,174669,K. Mączyński,67,"CDM, CM",350000.0,1.0,3000.0,175,66,https://cdn.sofifa.net/players/174/669/22_120.png,Śląsk Wrocław,Poland,No,53.0,67.0,67.0,63.333333333333336,53.0,66.6,66.2,68.2,63.333333333333336,64.5
7507,175789,B. Bjarnason,67,"CM, CDM, CAM",625000.0,1.0,6000.0,183,77,https://cdn.sofifa.net/players/175/789/22_120.png,Adana Demirspor,Iceland,No,68.0,64.0,67.0,59.666666666666664,67.2,56.8,69.0,74.0,59.666666666666664,64.66666666666667
7508,175934,K. Steppe,67,GK,500000.0,1.0,4000.0,185,70,https://cdn.sofifa.net/players/175/934/22_120.png,Sint-Truidense VV,Belgium,No,,,,13.666666666666666,18.4,21.6,53.0,42.8,13.666666666666666,30.333333333333332
7509,176061,J. Bornstein,67,LB,230000.0,1.0,2000.0,173,75,https://cdn.sofifa.net/players/176/061/22_120.png,Chicago Fire Football Club,United States,No,53.0,61.0,65.0,68.33333333333333,57.8,62.6,63.2,66.2,68.33333333333333,60.0
7510,176346,Choi Chul Soon,67,"LB, RB",375000.0,1.0,4000.0,175,68,https://cdn.sofifa.net/players/176/346/22_120.png,Jeonbuk Hyundai Motors,Korea Republic,No,46.0,62.0,63.0,66.33333333333333,56.8,58.2,68.4,63.2,66.33333333333333,65.16666666666667
7511,176599,M. Franco,67,"ST, LW, CF",350000.0,1.0,500.0,180,82,https://cdn.sofifa.net/players/176/599/22_120.png,Centro Atlético Fénix,Uruguay,No,70.0,64.0,67.0,33.333333333333336,67.4,66.8,60.4,58.0,33.333333333333336,67.33333333333333
7514,177138,Ilsinho,67,"RM, CAM",425000.0,1.0,2000.0,178,85,https://cdn.sofifa.net/players/177/138/22_120.png,Philadelphia Union,Brazil,Yes,64.0,66.0,76.0,52.0,63.6,69.8,62.0,60.8,52.0,65.0
7518,178143,E. Birniçan,67,GK,500000.0,1.0,5000.0,188,89,https://cdn.sofifa.net/players/178/143/22_120.png,İttifak Holding Konyaspor,Turkey,No,,,,12.666666666666666,16.0,17.4,54.8,43.8,12.666666666666666,30.5
7519,178565,B. Urribarri,67,LB,375000.0,1.0,5000.0,168,65,https://cdn.sofifa.net/players/178/565/22_120.png,Patronato,Argentina,No,45.0,63.0,65.0,61.666666666666664,48.0,63.0,73.0,64.0,61.666666666666664,58.166666666666664
7524,179984,F. Frans,67,CB,650000.0,1.0,4000.0,193,80,https://cdn.sofifa.net/players/179/984/22_120.png,K Beerschot VA,Belgium,No,40.0,50.0,48.0,68.33333333333333,47.6,41.2,49.2,57.0,68.33333333333333,54.666666666666664
7527,182096,Zheng Long,67,"RM, LM",625000.0,1.0,6000.0,178,71,https://cdn.sofifa.net/players/182/096/22_120.png,Dalian Professional Football Club,China PR,No,59.0,66.0,64.0,42.333333333333336,55.2,66.0,68.6,63.6,42.333333333333336,61.5
7530,182412,Dai Lin,67,CB,475000.0,1.0,6000.0,190,76,https://cdn.sofifa.net/players/182/412/22_120.png,Shandong Taishan,China PR,No,54.0,53.0,56.0,66.0,49.2,55.6,58.4,73.4,66.0,59.166666666666664
7532,182464,Zhao Mingjian,67,RB,525000.0,1.0,5000.0,181,80,https://cdn.sofifa.net/players/182/464/22_120.png,Shanghai Shenhua FC,China PR,No,52.0,62.0,64.0,62.0,58.0,59.0,70.4,66.8,62.0,57.5
7535,182897,S. Bruzzese,67,GK,500000.0,1.0,3000.0,185,80,https://cdn.sofifa.net/players/182/897/22_120.png,KSV Cercle Brugge,Belgium,No,,,,11.666666666666666,20.4,22.2,44.6,44.4,11.666666666666666,27.166666666666668
7536,183228,B. Augustyn,67,CB,475000.0,1.0,4000.0,191,85,https://cdn.sofifa.net/players/183/228/22_120.png,Jagiellonia Białystok,Poland,No,42.0,48.0,51.0,62.0,48.6,45.2,50.0,63.8,62.0,56.0
7543,184255,K. Sigþórsson,67,ST,850000.0,1.0,2000.0,187,87,https://cdn.sofifa.net/players/184/255/22_120.png,IFK Göteborg,Iceland,No,66.0,56.0,65.0,32.333333333333336,61.8,57.8,54.8,66.4,32.333333333333336,62.166666666666664
7545,184457,R. van Wolfswinkel,67,"ST, RW, CAM",825000.0,1.0,4000.0,185,72,https://cdn.sofifa.net/players/184/457/22_120.png,FC Twente,Netherlands,No,67.0,66.0,66.0,34.666666666666664,67.2,63.0,63.0,64.2,34.666666666666664,61.333333333333336
7547,184901,Shin Kwang Hoon,67,"RB, CB",375000.0,1.0,3000.0,178,73,https://cdn.sofifa.net/players/184/901/22_120.png,Pohang Steelers,Korea Republic,No,48.0,61.0,63.0,63.0,56.8,57.6,69.0,61.8,63.0,60.0
7549,185171,A. Auassar,67,"CDM, CM",350000.0,1.0,4000.0,186,80,https://cdn.sofifa.net/players/185/171/22_120.png,Sparta Rotterdam,Netherlands,No,63.0,63.0,59.0,62.333333333333336,54.2,64.4,42.4,73.6,62.333333333333336,67.0
7553,186781,K. Kronholm,67,GK,110000.0,1.0,1000.0,188,83,https://cdn.sofifa.net/players/186/781/22_120.png,Chicago Fire Football Club,United States,No,,,,9.0,16.0,19.8,40.6,44.0,9.0,28.166666666666668
7554,186950,F. Daprelà,67,CB,825000.0,1.0,4000.0,183,76,https://cdn.sofifa.net/players/186/950/22_120.png,FC Lugano,Switzerland,No,56.0,61.0,65.0,66.33333333333333,58.8,57.0,70.2,73.0,66.33333333333333,60.666666666666664
7555,186984,D. Cervantes,67,CB,700000.0,1.0,4000.0,184,79,https://cdn.sofifa.net/players/186/984/22_120.png,Gallos Blancos de Querétaro,Mexico,No,24.0,41.0,53.0,71.33333333333333,42.6,35.6,63.0,51.4,71.33333333333333,45.166666666666664
7558,187620,R. van Eijden,67,CB,475000.0,1.0,4000.0,188,89,https://cdn.sofifa.net/players/187/620/22_120.png,N.E.C. Nijmegen,Netherlands,No,31.0,47.0,45.0,66.33333333333333,39.2,39.6,42.0,61.2,66.33333333333333,53.5
7559,188202,Y. Thoelen,67,GK,675000.0,1.0,4000.0,188,81,https://cdn.sofifa.net/players/188/202/22_120.png,KV Mechelen,Belgium,No,,,,16.333333333333332,15.4,19.4,43.0,43.2,16.333333333333332,23.5
7562,188313,Diogo Viana,67,"RM, RB",850000.0,1.0,3000.0,174,70,https://cdn.sofifa.net/players/188/313/22_120.png,Campionii FC Arges,Portugal,No,59.0,67.0,67.0,51.333333333333336,56.0,66.6,70.8,60.2,51.333333333333336,59.0
7563,188621,A. Meijers,67,LB,525000.0,1.0,4000.0,176,77,https://cdn.sofifa.net/players/188/621/22_120.png,Sparta Rotterdam,Netherlands,No,55.0,65.0,68.0,64.33333333333333,58.8,67.8,67.4,69.4,64.33333333333333,65.0
7564,188674,M. Pektemek,67,"ST, LM",825000.0,1.0,6000.0,182,72,https://cdn.sofifa.net/players/188/674/22_120.png,Yukatel Kayserispor,Turkey,No,66.0,65.0,67.0,49.666666666666664,68.2,65.2,66.8,67.6,49.666666666666664,66.0
7567,189141,R. Söder,67,ST,1000000.0,1.0,2000.0,177,71,https://cdn.sofifa.net/players/189/141/22_120.png,IFK Göteborg,Sweden,No,67.0,58.0,68.0,29.333333333333332,60.2,55.2,72.8,66.6,29.333333333333332,53.166666666666664
7570,189233,T. Vaiho,67,GK,500000.0,1.0,2000.0,188,78,https://cdn.sofifa.net/players/189/233/22_120.png,Djurgårdens IF,Sweden,No,,,,15.333333333333334,15.2,16.8,43.8,46.6,15.333333333333334,29.166666666666668
7571,189383,M. Albæk,67,"CM, CDM",825000.0,1.0,5000.0,182,77,https://cdn.sofifa.net/players/189/383/22_120.png,SønderjyskE,Denmark,No,63.0,68.0,66.0,62.333333333333336,61.4,67.2,59.0,67.2,62.333333333333336,66.16666666666667
7572,189451,A. Nahuelpan,67,ST,650000.0,1.0,500.0,190,92,https://cdn.sofifa.net/players/189/451/22_120.png,Club Atlético Peñarol,Argentina,No,70.0,58.0,63.0,32.666666666666664,64.6,60.6,43.0,69.2,32.666666666666664,63.666666666666664
7573,189536,D. Čop,67,"ST, LW",850000.0,1.0,500.0,184,74,https://cdn.sofifa.net/players/189/536/22_120.png,Dinamo Zagreb,Croatia,No,69.0,63.0,69.0,29.0,65.0,66.6,60.4,67.8,29.0,59.666666666666664
7574,189691,D. Ball,67,"ST, CAM, RM",850000.0,1.0,2000.0,183,75,https://cdn.sofifa.net/players/189/691/22_120.png,Wellington Phoenix,England,No,66.0,62.0,68.0,47.0,61.8,61.6,71.8,71.4,47.0,61.5
7576,189885,C. Noone,67,"RM, LM",625000.0,1.0,2000.0,177,69,https://cdn.sofifa.net/players/189/885/22_120.png,Macarthur FC,England,No,59.0,62.0,70.0,44.0,57.0,66.2,75.8,62.0,44.0,55.666666666666664
7584,190667,M. Terrazzino,67,"LM, CAM",975000.0,1.0,3000.0,177,74,https://cdn.sofifa.net/players/190/667/22_120.png,Lechia Gdańsk,Germany,No,58.0,67.0,71.0,28.333333333333332,61.2,66.4,71.2,55.2,28.333333333333332,60.166666666666664
7586,190907,Rhayner,67,"RM, CM",975000.0,1.0,4000.0,172,64,https://cdn.sofifa.net/players/190/907/22_120.png,Sanfrecce Hiroshima,Brazil,No,61.0,58.0,70.0,36.0,57.6,64.8,81.2,70.8,36.0,61.166666666666664
7589,191153,M. Sandberg,67,GK,775000.0,1.0,1000.0,191,80,https://cdn.sofifa.net/players/191/153/22_120.png,Stabæk Fotball,Sweden,No,,,,15.666666666666666,17.4,21.2,40.8,44.0,15.666666666666666,32.666666666666664
7590,191154,T. Sana,67,"CAM, ST, CM",850000.0,1.0,2000.0,172,72,https://cdn.sofifa.net/players/191/154/22_120.png,IFK Göteborg,Sweden,No,65.0,62.0,71.0,28.666666666666668,60.6,65.2,75.4,65.8,28.666666666666668,56.5
7591,192012,D. Reyes,67,CB,975000.0,1.0,14000.0,192,75,https://cdn.sofifa.net/players/192/012/22_120.png,Tigres U.A.N.L.,Mexico,Yes,40.0,47.0,51.0,69.0,47.0,43.6,41.2,54.8,69.0,52.833333333333336
7592,192110,C. Fierro,67,"LM, RM, CF",1100000.0,1.0,3000.0,175,73,https://cdn.sofifa.net/players/192/110/22_120.png,San Jose Earthquakes,Mexico,No,61.0,62.0,69.0,37.333333333333336,62.6,59.6,73.4,65.8,37.333333333333336,54.5
7594,192363,M. Fenger,67,CB,825000.0,1.0,2000.0,185,81,https://cdn.sofifa.net/players/192/363/22_120.png,Hammarby IF,Denmark,No,39.0,55.0,53.0,65.0,47.4,57.8,59.2,64.8,65.0,53.333333333333336
7595,192620,H. Badstuber,67,CB,650000.0,1.0,5000.0,189,83,https://cdn.sofifa.net/players/192/620/22_120.png,FC Luzern,Germany,Yes,48.0,61.0,49.0,68.33333333333333,55.6,57.8,37.8,58.0,68.33333333333333,60.166666666666664
7601,193344,P. Schürpf,67,"LM, LW, ST",850000.0,1.0,6000.0,190,85,https://cdn.sofifa.net/players/193/344/22_120.png,FC Luzern,Switzerland,No,69.0,65.0,61.0,60.0,65.6,62.6,61.8,71.0,60.0,65.16666666666667
7602,193411,K. Fickentscher,67,GK,500000.0,1.0,6000.0,181,78,https://cdn.sofifa.net/players/193/411/22_120.png,FC Sion,Switzerland,No,,,,21.0,18.4,17.2,47.8,41.0,21.0,31.833333333333332
7603,193505,I. Martić,67,RB,875000.0,1.0,8000.0,184,75,https://cdn.sofifa.net/players/193/505/22_120.png,FC Sion,Switzerland,No,51.0,60.0,63.0,65.0,58.8,58.2,68.6,64.4,65.0,58.0
7607,194092,A. Uludağ,67,"LB, CB",875000.0,1.0,6000.0,180,77,https://cdn.sofifa.net/players/194/092/22_120.png,İttifak Holding Konyaspor,Turkey,No,61.0,62.0,66.0,63.333333333333336,60.4,63.0,70.0,68.6,63.333333333333336,61.5
7608,194372,E. Taşkıran,67,GK,550000.0,1.0,4000.0,191,83,https://cdn.sofifa.net/players/194/372/22_120.png,Kasimpaşa SK,Turkey,No,,,,14.0,13.0,18.2,52.2,41.0,14.0,30.0
7609,194907,K. Kanak,67,"LB, LM, RM",875000.0,1.0,6000.0,180,70,https://cdn.sofifa.net/players/194/907/22_120.png,Adana Demirspor,Turkey,No,65.0,65.0,69.0,61.666666666666664,62.6,66.4,73.6,68.8,61.666666666666664,62.166666666666664
7614,198328,David Mateos,67,CB,325000.0,1.0,500.0,191,82,https://cdn.sofifa.net/players/198/328/22_120.png,Club The Strongest,Spain,No,54.0,55.0,42.0,66.33333333333333,51.0,52.4,46.4,53.4,66.33333333333333,51.833333333333336
7615,198628,M. Hoyos,67,"RM, LM",1000000.0,1.0,500.0,185,75,https://cdn.sofifa.net/players/198/628/22_120.png,Barcelona Sporting Club,Argentina,No,63.0,63.0,66.0,31.0,62.0,63.0,71.8,63.4,31.0,57.833333333333336
7616,198751,J. Madueña,67,RB,750000.0,1.0,13000.0,177,78,https://cdn.sofifa.net/players/198/751/22_120.png,Fútbol Club Juárez,Mexico,No,47.0,66.0,68.0,61.666666666666664,56.8,61.8,69.8,63.8,61.666666666666664,64.33333333333333
7619,198903,R. Aya,67,CB,825000.0,1.0,12000.0,184,79,https://cdn.sofifa.net/players/198/903/22_120.png,US Salernitana 1919,Italy,No,45.0,53.0,55.0,66.66666666666667,51.0,49.6,65.6,63.8,66.66666666666667,58.833333333333336
7620,199088,Wang Gang,67,"RB, RM",700000.0,1.0,7000.0,188,81,https://cdn.sofifa.net/players/199/088/22_120.png,Beijing Guoan FC,China PR,No,55.0,57.0,63.0,62.333333333333336,53.2,60.2,70.2,72.8,62.333333333333336,57.333333333333336
7623,199238,Yun Young Sun,67,CB,650000.0,1.0,2000.0,185,78,https://cdn.sofifa.net/players/199/238/22_120.png,Suwon FC,Korea Republic,No,35.0,57.0,46.0,63.666666666666664,50.8,43.0,61.0,62.4,63.666666666666664,56.0
7624,199262,Kim Young Uk,67,"CM, RW",975000.0,1.0,3000.0,177,70,https://cdn.sofifa.net/players/199/262/22_120.png,Jeju United FC,Korea Republic,No,60.0,69.0,67.0,61.333333333333336,62.0,66.6,69.8,69.2,61.333333333333336,63.666666666666664
7625,199277,M. Jonckheere,67,"CM, CAM",825000.0,1.0,5000.0,180,66,https://cdn.sofifa.net/players/199/277/22_120.png,KV Kortrijk,Belgium,No,61.0,69.0,68.0,59.333333333333336,64.2,65.0,60.2,55.6,59.333333333333336,65.16666666666667
7631,199569,É. Torres,67,ST,1000000.0,1.0,4000.0,183,78,https://cdn.sofifa.net/players/199/569/22_120.png,Atlanta United,Mexico,No,68.0,66.0,66.0,27.666666666666668,66.2,66.8,64.0,68.4,27.666666666666668,64.83333333333333
7632,199747,J. Lauridsen,67,LB,875000.0,1.0,5000.0,182,76,https://cdn.sofifa.net/players/199/747/22_120.png,Randers FC,Denmark,No,46.0,62.0,66.0,61.666666666666664,54.4,62.2,68.8,61.6,61.666666666666664,57.166666666666664
7633,199762,K. Drygas,67,"CDM, CM",875000.0,1.0,3000.0,184,72,https://cdn.sofifa.net/players/199/762/22_120.png,Pogoń Szczecin,Poland,No,64.0,65.0,65.0,64.0,64.0,63.4,62.0,69.2,64.0,67.33333333333333
7635,199895,L. Lacroix,67,CB,950000.0,1.0,1000.0,197,95,https://cdn.sofifa.net/players/199/895/22_120.png,Western United FC,Switzerland,No,44.0,58.0,53.0,67.33333333333333,51.6,56.6,38.0,65.4,67.33333333333333,55.666666666666664
7636,199946,Danilo,67,"CAM, RM",850000.0,1.0,500.0,173,72,https://cdn.sofifa.net/players/199/946/22_120.png,APOEL Nicosia FC,Belgium,No,63.0,65.0,69.0,30.666666666666668,58.2,67.2,77.6,63.6,30.666666666666668,54.833333333333336
7637,200076,L. Henkinet,67,GK,875000.0,1.0,5000.0,188,88,https://cdn.sofifa.net/players/200/076/22_120.png,Standard de Liège,Belgium,No,,,,16.333333333333332,19.4,20.0,58.6,45.4,16.333333333333332,25.833333333333332
7639,200357,V. Savić,67,CB,700000.0,1.0,500.0,194,83,https://cdn.sofifa.net/players/200/357/22_120.png,APOEL Nicosia FC,Serbia,No,30.0,47.0,52.0,69.0,38.2,47.6,45.0,57.6,69.0,48.833333333333336
7642,200671,V. Ulloa,67,"CDM, CM",875000.0,1.0,3000.0,180,75,https://cdn.sofifa.net/players/200/671/22_120.png,Inter Miami CF,Mexico,No,57.0,62.0,66.0,62.0,54.8,64.2,56.8,72.2,62.0,60.166666666666664
7643,200696,H. Verhulst,67,GK,950000.0,1.0,3000.0,191,92,https://cdn.sofifa.net/players/200/696/22_120.png,AZ Alkmaar,Netherlands,No,,,,15.333333333333334,16.8,21.8,53.4,48.8,15.333333333333334,23.833333333333332
7647,201081,B. Kopacz,67,"CB, RB",950000.0,1.0,3000.0,188,85,https://cdn.sofifa.net/players/201/081/22_120.png,Lechia Gdańsk,Poland,No,33.0,52.0,51.0,64.66666666666667,48.6,38.6,62.8,62.0,64.66666666666667,53.833333333333336
7652,201403,Álvaro Vázquez,67,"ST, LM",1000000.0,1.0,1000.0,182,79,https://cdn.sofifa.net/players/201/403/22_120.png,Kerala Blasters FC,Spain,Yes,69.0,60.0,66.0,36.333333333333336,63.6,62.0,69.4,68.8,36.333333333333336,57.666666666666664
7656,201512,P. Sagna,67,RB,875000.0,1.0,2000.0,183,75,https://cdn.sofifa.net/players/201/512/22_120.png,Santa Clara,Senegal,No,43.0,60.0,65.0,64.33333333333333,51.6,62.6,69.8,61.0,64.33333333333333,57.5
7657,201875,J. Attinella,67,GK,500000.0,1.0,2000.0,188,86,https://cdn.sofifa.net/players/201/875/22_120.png,Portland Timbers,United States,No,,,,17.333333333333332,21.0,22.6,47.6,46.6,17.333333333333332,32.333333333333336
